cust_id,hybrid_score_0_100,lead_score_0_100,ml_proba,cltv_profit,cltv_decile,cltv_category_q,priority_flag,recommended_action,champion_model,nbp_1,nbp_1_score,nbp_2,nbp_2_score,nbp_3,nbp_3_score,acct_cnt,sa_cnt,ca_cnt,txn_cnt_12m,txn_months_12m,txn_amt_12m,avg_txn_amt_12m,std_txn_amt_12m,med_txn_amt_12m,debit_cnt_12m,credit_cnt_12m,recency_days,chrg_amt_12m,chrg_months_12m,avg_bal_12m_savings,avg_bal_12m_current_ac,avg_bal_12m_td
C00132,23.0,5,0.4979176431894302,688,6,Low,0,Nurture email/SMS,xgb,Credit Card,0.795,Personal Loan,0.639,FD,0.611,2,1.0,1.0,146,12,326955.9,2239.42397260274,2168.2325315269336,1291.925,146.0,0.0,0,595.88,4.0,432.55,350.85,0.0
C00089,4.0,5,0.015000000596046448,660,7,Low,0,Low-touch cohort,xgb,Credit Card,0.815,Personal Loan,0.669,FD,0.44,2,1.0,1.0,160,12,363237.5099999999,2270.2344374999993,2315.351969609214,1310.315,160.0,0.0,-3,97.18,2.0,96.66,31.56,0.0
C00221,8.0,5,0.12351275980472565,659,7,Low,0,Low-touch cohort,xgb,Credit Card,0.746,Personal Loan,0.646,FD,0.424,1,0.0,1.0,70,12,226996.69999999995,3242.8099999999995,2614.0694316694053,2946.6400000000003,70.0,0.0,-10,403.24,3.0,0.0,164.75,0.0
C00477,4.0,5,0.02611111178994179,659,7,Low,0,Low-touch cohort,xgb,Credit Card,0.62,FD,0.511,Personal Loan,0.308,1,1.0,0.0,63,12,51619.57999999998,819.3584126984124,514.0447353232682,696.55,63.0,0.0,0,90.47,1.0,299.92,0.0,0.0
C00471,4.0,5,0.015000000596046448,653,7,Low,0,Low-touch cohort,xgb,Credit Card,0.635,FD,0.354,Personal Loan,0.273,1,1.0,0.0,71,12,64461.5,907.9084507042254,611.8040475713675,835.94,71.0,0.0,-2,79.52,2.0,159.24,0.0,1238.64
C00027,4.0,5,0.015000000596046448,646,7,Low,0,Low-touch cohort,xgb,Credit Card,0.63,FD,0.423,Personal Loan,0.319,1,1.0,0.0,68,12,59565.27,875.9598529411765,566.7750166275084,886.755,68.0,0.0,-2,100.12,2.0,62.55,0.0,0.0
C00165,15.0,5,0.2951724201440811,643,7,Low,0,Low-touch cohort,xgb,Credit Card,0.611,FD,0.54,Personal Loan,0.303,1,1.0,0.0,56,12,45456.88000000001,811.7300000000002,578.9290715167729,698.0,56.0,0.0,-8,367.41999999999996,3.0,377.48,0.0,0.0
C00334,22.0,5,0.47039168775081636,640,7,Low,0,Low-touch cohort,xgb,Credit Card,0.638,FD,0.442,Personal Loan,0.287,1,1.0,0.0,74,12,66045.08000000002,892.5010810810813,511.3113339290404,876.505,74.0,0.0,-3,426.28,4.0,318.45,0.0,899.02
C00148,4.0,5,0.02611111178994179,627,7,Low,0,Low-touch cohort,xgb,Credit Card,0.611,FD,0.456,Personal Loan,0.305,1,1.0,0.0,55,12,45825.939999999995,833.198909090909,486.3417875728227,818.88,55.0,0.0,0,270.98,2.0,152.12,0.0,0.0
C00090,7.0,5,0.09111111238598824,625,7,Low,0,Low-touch cohort,xgb,Credit Card,0.615,FD,0.369,Personal Loan,0.281,1,1.0,0.0,59,12,48125.42,815.6850847457627,452.2273726993172,820.34,59.0,0.0,-4,209.3,1.0,47.24,0.0,572.12
C00275,4.0,5,0.015000000596046448,622,7,Low,0,Low-touch cohort,xgb,Credit Card,0.624,FD,0.444,Personal Loan,0.309,1,1.0,0.0,66,12,53714.32999999998,813.8534848484845,495.038769395481,733.76,66.0,0.0,-1,137.57,1.0,118.75,0.0,0.0
C00372,6.0,5,0.07017241418361664,610,7,Low,0,Low-touch cohort,xgb,Credit Card,0.729,Personal Loan,0.393,FD,0.297,2,1.0,0.0,119,12,187565.48,1576.1805042016808,1194.1186929605067,1190.42,119.0,0.0,-2,359.4,3.0,173.09,0.0,1969.12
C00092,4.0,5,0.015000000596046448,598,7,Low,0,Low-touch cohort,xgb,Credit Card,0.772,Personal Loan,0.536,FD,0.439,2,1.0,0.0,148,12,251584.09,1699.8925,1337.5286607830715,1339.4699999999998,148.0,0.0,-3,251.23000000000002,2.0,105.16,0.0,0.0
C00467,4.0,5,0.015000000596046448,594,7,Low,0,Low-touch cohort,xgb,Credit Card,0.706,Personal Loan,0.498,FD,0.489,2,1.0,0.0,86,12,170756.41999999998,1985.5397674418602,2968.414180074241,1058.52,86.0,0.0,-5,151.26,1.0,240.16,0.0,0.0
C00473,11.0,5,0.19017241895198822,587,7,Low,0,Low-touch cohort,xgb,Credit Card,0.627,FD,0.46,Personal Loan,0.315,1,1.0,0.0,67,12,56985.52,850.5301492537313,602.7323720974508,687.2,67.0,0.0,-1,495.64,3.0,161.64,0.0,0.0
C00289,16.0,5,0.3237438440322876,584,7,Low,0,Low-touch cohort,xgb,Credit Card,0.725,FD,0.475,Personal Loan,0.438,2,1.0,0.0,126,12,165800.78,1315.8792063492062,940.6462772418573,1159.5749999999998,126.0,0.0,-1,520.13,6.0,201.0,0.0,0.0
C00339,4.0,5,0.015000000596046448,579,7,Low,0,Low-touch cohort,xgb,Credit Card,0.773,Personal Loan,0.509,FD,0.408,2,1.0,0.0,155,12,236117.11999999994,1523.3362580645157,1097.1841029577986,1265.14,155.0,0.0,0,274.27,2.0,21.42,0.0,0.0
C00412,3.0,4,0.02611111178994179,558,7,Low,0,Low-touch cohort,xgb,Credit Card,0.71,FD,0.467,Personal Loan,0.419,2,1.0,0.0,116,12,146734.23999999993,1264.9503448275857,1139.4501938321955,874.9100000000001,116.0,0.0,-15,338.62,3.0,181.29,0.0,0.0
C00422,3.0,4,0.015000000596046448,543,7,Low,0,Low-touch cohort,xgb,Credit Card,0.567,FD,0.422,Personal Loan,0.303,1,1.0,0.0,54,11,44444.09,823.0387037037036,501.72284886742625,772.27,54.0,0.0,-3,125.09,2.0,104.29,0.0,0.0
C00449,3.0,4,0.02611111178994179,540,7,Low,0,Low-touch cohort,xgb,Credit Card,0.706,Personal Loan,0.518,FD,0.469,2,1.0,0.0,77,12,171152.52000000002,2222.76,2925.624871012939,1036.79,77.0,0.0,-4,146.85,1.0,186.58,0.0,0.0
C00061,3.0,4,0.015000000596046448,536,7,Low,0,Low-touch cohort,xgb,Credit Card,0.625,FD,0.445,Personal Loan,0.317,1,1.0,0.0,64,12,56379.37999999999,880.9278124999998,552.5924445233985,802.0550000000001,64.0,0.0,-2,154.86,2.0,120.19,0.0,0.0
C00016,16.0,4,0.3337023198604584,535,7,Low,0,Low-touch cohort,xgb,Credit Card,0.621,FD,0.419,Personal Loan,0.307,1,1.0,0.0,64,12,51748.66,808.5728125,434.56909735152203,829.355,64.0,0.0,0,375.08,3.0,51.75,0.0,0.0
C00066,3.0,4,0.015000000596046448,528,7,Low,0,Low-touch cohort,xgb,Credit Card,0.622,FD,0.457,Personal Loan,0.285,1,1.0,0.0,64,12,52343.070000000014,817.8604687500002,553.7444687041232,775.2,64.0,0.0,0,130.98,1.0,282.4,0.0,560.69
C00500,3.0,4,0.015000000596046448,524,7,Low,0,Low-touch cohort,xgb,Credit Card,0.688,FD,0.407,Personal Loan,0.406,2,1.0,0.0,93,12,131683.15000000002,1415.9478494623659,1204.6828864611143,1038.07,93.0,0.0,-11,230.98000000000002,4.0,91.62,0.0,316.29
C00194,3.0,4,0.015000000596046448,520,7,Low,0,Low-touch cohort,xgb,Credit Card,0.601,FD,0.454,Personal Loan,0.303,1,1.0,0.0,46,12,39827.240000000005,865.8095652173914,565.0452854888182,867.625,46.0,0.0,-3,141.1,2.0,146.7,0.0,0.0
C00358,12.0,4,0.23017241954803466,515,7,Low,0,Low-touch cohort,xgb,Credit Card,0.878,Personal Loan,0.764,Overdraft,0.525,3,1.0,1.0,207,12,480430.4499999999,2320.920048309178,1833.1029747992766,2063.8,207.0,0.0,-1,421.99,5.0,167.17,253.04,0.0
C00269,19.0,4,0.42096210494637487,514,7,Low,0,Low-touch cohort,xgb,Credit Card,0.737,Personal Loan,0.615,Overdraft,0.55,1,0.0,1.0,68,12,212436.81,3124.0707352941176,1984.4807932903398,2617.43,68.0,0.0,-4,455.9,3.0,0.0,733.81,247.7
C00112,3.0,4,0.015000000596046448,486,7,Low,0,Low-touch cohort,xgb,Credit Card,0.628,FD,0.442,Personal Loan,0.319,1,1.0,0.0,66,12,58541.389999999985,886.9907575757574,584.4770907119539,799.18,66.0,0.0,-10,70.14,2.0,111.94,0.0,0.0
C00179,3.0,4,0.015000000596046448,478,7,Low,0,Low-touch cohort,xgb,Credit Card,0.724,FD,0.464,Personal Loan,0.433,2,1.0,0.0,126,12,162939.7,1293.1722222222222,998.0827803727615,980.54,126.0,0.0,0,201.88,2.0,172.41,0.0,0.0
C00230,3.0,4,0.015000000596046448,477,7,Low,0,Low-touch cohort,xgb,Credit Card,0.693,FD,0.426,Personal Loan,0.418,2,1.0,0.0,99,12,135018.67,1363.8249494949496,1097.2026110359145,1108.05,99.0,0.0,-3,244.79,2.0,68.89,0.0,0.0
C00082,3.0,4,0.02611111178994179,476,7,Low,0,Low-touch cohort,xgb,Credit Card,0.621,FD,0.416,Personal Loan,0.305,1,1.0,0.0,65,12,51019.880000000005,784.9212307692309,482.0611052116075,794.86,65.0,0.0,-6,257.29,3.0,43.67,0.0,0.0
C00173,11.0,4,0.2037438452243805,470,7,Low,0,Low-touch cohort,xgb,Credit Card,0.614,FD,0.443,Personal Loan,0.313,1,1.0,0.0,55,12,49358.33999999999,897.4243636363634,480.8017031451456,961.16,55.0,0.0,-2,466.65999999999997,3.0,116.88,0.0,0.0
C00081,5.0,4,0.07017241418361664,464,7,Low,0,Low-touch cohort,xgb,Credit Card,0.621,FD,0.396,Personal Loan,0.279,1,1.0,0.0,66,12,49938.069999999985,756.637424242424,563.0320553664653,639.15,66.0,0.0,-10,359.55,2.0,114.16,0.0,543.99
C00063,3.0,4,0.015000000596046448,454,7,Low,0,Low-touch cohort,xgb,Credit Card,0.613,FD,0.49,Personal Loan,0.311,1,1.0,0.0,55,12,48688.53,885.246,467.23410565519237,845.16,55.0,0.0,-2,158.27,1.0,242.67,0.0,0.0
C00381,3.0,3,0.02611111178994179,441,7,Low,0,Low-touch cohort,xgb,Credit Card,0.759,Personal Loan,0.651,Overdraft,0.523,1,0.0,1.0,72,12,249276.14999999997,3462.1687499999994,2000.4947450434117,3213.25,72.0,0.0,-2,50.06,1.0,0.0,569.44,739.68
C00470,14.0,3,0.3023702561855316,432,7,Low,0,Low-touch cohort,xgb,Credit Card,0.79,Personal Loan,0.655,FD,0.478,2,1.0,1.0,135,12,327249.30999999994,2424.0689629629624,2014.5967983590708,1741.02,135.0,0.0,-9,424.71000000000004,3.0,135.35,189.78,0.0
C00218,5.0,3,0.0800000011920929,425,7,Low,0,Low-touch cohort,xgb,Credit Card,0.629,FD,0.516,Personal Loan,0.318,1,1.0,0.0,68,12,59198.54000000001,870.5667647058825,513.5647444060382,778.335,68.0,0.0,-3,50.58,1.0,311.51,0.0,0.0
C00320,2.0,3,0.015000000596046448,422,7,Low,0,Low-touch cohort,xgb,Credit Card,0.616,FD,0.439,Personal Loan,0.302,1,1.0,0.0,61,12,47673.55999999999,781.5337704918031,479.23691782931996,684.97,61.0,0.0,-8,56.47,1.0,105.37,0.0,0.0
C00099,2.0,3,0.015000000596046448,419,7,Low,0,Low-touch cohort,xgb,Credit Card,0.618,FD,0.388,Personal Loan,0.298,1,1.0,0.0,60,12,51003.91999999999,850.0653333333332,549.9966081974512,734.83,60.0,0.0,-4,153.83,1.0,33.62,0.0,288.45
C00156,3.0,3,0.02611111178994179,408,7,Low,0,Low-touch cohort,xgb,Credit Card,0.617,FD,0.433,Personal Loan,0.315,1,1.0,0.0,57,12,51479.96000000001,903.1571929824563,626.6407439524386,892.87,57.0,0.0,0,404.71,3.0,89.43,0.0,0.0
C00356,2.0,3,0.015000000596046448,404,7,Low,0,Low-touch cohort,xgb,Credit Card,0.609,FD,0.37,Personal Loan,0.281,1,1.0,0.0,53,12,45271.14000000001,854.1724528301888,600.1755757818054,742.8,53.0,0.0,-3,110.32,1.0,54.22,0.0,592.54
C00327,2.0,3,0.015000000596046448,400,7,Low,0,Low-touch cohort,xgb,Credit Card,0.636,FD,0.362,Personal Loan,0.286,1,1.0,0.0,74,12,62529.530000000006,844.9936486486488,618.1253938565707,733.09,74.0,0.0,-1,102.15,2.0,74.68,0.0,771.52
C00456,9.0,3,0.19017241895198822,393,8,Low,0,Low-touch cohort,xgb,Credit Card,0.622,FD,0.438,Personal Loan,0.304,1,1.0,0.0,66,12,51046.33000000001,773.4292424242426,517.4413075221058,722.76,66.0,0.0,-13,389.98,2.0,101.1,0.0,0.0
C00236,10.0,3,0.21111111119389533,390,8,Low,0,Low-touch cohort,xgb,Credit Card,0.561,FD,0.446,Personal Loan,0.26,1,1.0,0.0,53,11,38281.149999999994,722.2858490566036,428.62458066217215,707.75,53.0,0.0,-3,35.21,1.0,330.51,0.0,705.24
C00373,3.0,3,0.02611111178994179,388,8,Low,0,Low-touch cohort,xgb,Credit Card,0.62,FD,0.448,Personal Loan,0.308,1,1.0,0.0,63,12,51371.38,815.4187301587301,470.78825639864635,691.65,63.0,0.0,-3,325.41,2.0,128.6,0.0,0.0
C00238,2.0,3,0.015000000596046448,387,8,Low,0,Low-touch cohort,xgb,Credit Card,0.742,Personal Loan,0.632,Overdraft,0.456,1,0.0,1.0,65,12,214134.2799999999,3294.373538461537,2269.66046283389,3088.91,65.0,0.0,0,228.98,1.0,0.0,343.61,201.23
C00087,2.0,3,0.015000000596046448,383,8,Low,0,Low-touch cohort,xgb,Credit Card,0.756,Personal Loan,0.671,FD,0.41,1,0.0,1.0,73,12,245751.21,3366.4549315068493,2219.6110446678385,2845.8,73.0,0.0,-1,52.78,1.0,0.0,68.54,0.0
C00072,2.0,3,0.015000000596046448,381,8,Low,0,Low-touch cohort,xgb,Credit Card,0.744,Personal Loan,0.446,FD,0.41,2,1.0,0.0,136,12,195942.88,1440.7564705882353,1112.2835182642352,1203.505,136.0,0.0,-6,306.72,3.0,160.4,0.0,582.75
C00166,2.0,3,0.015000000596046448,381,8,Low,0,Low-touch cohort,xgb,Credit Card,0.606,FD,0.437,Personal Loan,0.292,1,1.0,0.0,55,12,40373.71,734.0674545454546,534.1508831442395,723.62,55.0,0.0,-3,185.25,1.0,99.62,0.0,0.0
C00261,2.0,3,0.015000000596046448,372,8,Low,0,Low-touch cohort,xgb,Credit Card,0.777,Personal Loan,0.578,Overdraft,0.488,2,1.0,1.0,137,12,288090.73,2102.8520437956204,1955.1496787955448,1285.27,137.0,0.0,-1,138.81,3.0,103.66,372.66,461.85
C00122,5.0,3,0.0800000011920929,372,8,Low,0,Low-touch cohort,xgb,Credit Card,0.721,FD,0.601,Personal Loan,0.532,2,1.0,0.0,91,12,196796.24999999997,2162.5961538461534,2565.1467744979554,1020.3,91.0,0.0,0,229.94,4.0,541.63,0.0,0.0
C00468,3.0,3,0.01914868988096714,361,8,Low,0,Low-touch cohort,xgb,Credit Card,0.626,FD,0.423,Personal Loan,0.315,1,1.0,0.0,66,12,56727.169999999984,859.5025757575755,492.17705392489245,756.29,66.0,0.0,-6,48.48,1.0,62.86,0.0,0.0
C00243,2.0,3,0.015000000596046448,360,8,Low,0,Low-touch cohort,xgb,Credit Card,0.617,FD,0.419,Personal Loan,0.309,1,1.0,0.0,59,12,49950.95,846.6262711864406,504.8139845182249,795.22,59.0,0.0,0,151.53,1.0,49.91,0.0,0.0
C00052,2.0,3,0.015000000596046448,357,8,Low,0,Low-touch cohort,xgb,Credit Card,0.762,Personal Loan,0.691,FD,0.415,1,0.0,1.0,72,12,253991.11000000004,3527.654305555556,2336.439224219182,3134.4300000000003,72.0,0.0,-9,91.6,2.0,0.0,100.86,0.0
C00330,2.0,3,0.015000000596046448,336,8,Low,0,Low-touch cohort,xgb,Credit Card,0.743,FD,0.629,Personal Loan,0.48,2,1.0,0.0,130,12,203973.58999999994,1569.0276153846148,1184.7458935172122,1203.67,130.0,0.0,0,325.21000000000004,5.0,659.48,0.0,190.04
C00267,2.0,3,0.015000000596046448,328,8,Low,0,Low-touch cohort,xgb,Credit Card,0.695,Personal Loan,0.497,FD,0.425,2,1.0,0.0,72,12,153864.34000000003,2137.0047222222224,2578.261063590747,1032.79,72.0,0.0,-1,294.01,4.0,67.7,0.0,0.0
C00391,2.0,3,0.015000000596046448,325,8,Low,0,Low-touch cohort,xgb,Credit Card,0.733,Personal Loan,0.61,Overdraft,0.461,1,0.0,1.0,70,12,208619.4499999999,2980.2778571428557,2179.3283162372104,2658.7799999999997,70.0,0.0,0,109.64,2.0,0.0,371.75,0.0
C00272,2.0,3,0.015000000596046448,322,8,Low,0,Low-touch cohort,xgb,Credit Card,0.731,Personal Loan,0.595,Overdraft,0.481,1,0.0,1.0,65,12,199695.99000000002,3072.246,1861.8472198152429,2887.05,65.0,0.0,0,234.27,3.0,0.0,466.14,368.23
C00091,2.0,2,0.015000000596046448,315,8,Low,0,Low-touch cohort,xgb,Credit Card,0.737,Personal Loan,0.602,Overdraft,0.476,1,0.0,1.0,72,12,216691.11000000004,3009.5987500000006,1791.9438344905896,2904.36,72.0,0.0,-4,89.92,1.0,0.0,421.83,391.31
C00337,2.0,2,0.015000000596046448,313,8,Low,0,Low-touch cohort,xgb,Credit Card,0.617,FD,0.433,Personal Loan,0.306,1,1.0,0.0,61,12,49369.12,809.3298360655738,578.0139348709274,669.93,61.0,0.0,-2,193.48,2.0,89.24,0.0,0.0
C00439,8.0,2,0.1779932975769043,296,8,Low,0,Low-touch cohort,xgb,Credit Card,0.571,FD,0.439,Personal Loan,0.301,1,1.0,0.0,58,11,45522.929999999986,784.8781034482756,507.6606615780702,678.4449999999999,58.0,0.0,-30,229.93,1.0,150.32,0.0,0.0
C00301,2.0,2,0.02611111178994179,283,8,Low,0,Low-touch cohort,xgb,Credit Card,0.617,FD,0.427,Personal Loan,0.305,1,1.0,0.0,61,12,49248.509999999995,807.3526229508196,554.319250531381,757.98,61.0,0.0,-14,280.87,2.0,72.12,0.0,0.0
C00323,6.0,2,0.10857143104076386,276,8,Low,0,Low-touch cohort,xgb,Credit Card,0.694,Personal Loan,0.451,FD,0.418,2,1.0,0.0,89,12,146848.69999999998,1649.9853932584267,2158.9485115739562,948.35,89.0,0.0,0,181.53,2.0,49.28,0.0,0.0
C00405,2.0,2,0.015000000596046448,267,8,Low,0,Low-touch cohort,xgb,Credit Card,0.608,FD,0.303,Personal Loan,0.242,1,1.0,0.0,51,12,44533.09,873.1978431372548,497.210253753133,899.0,51.0,0.0,0,241.68,2.0,89.21,0.0,1533.14
C00454,2.0,2,0.015000000596046448,265,8,Low,0,Low-touch cohort,xgb,Credit Card,0.615,FD,0.414,Personal Loan,0.313,1,1.0,0.0,56,12,49748.64,888.3685714285714,501.0759289711349,847.16,56.0,0.0,-3,142.38,2.0,38.39,0.0,0.0
C00453,7.0,2,0.14975585415959358,259,8,Low,0,Low-touch cohort,xgb,Credit Card,0.632,FD,0.555,Personal Loan,0.306,1,1.0,0.0,74,12,56023.649999999994,757.0763513513513,487.5729113374395,736.0999999999999,74.0,0.0,-5,86.32,1.0,417.12,0.0,0.0
C00479,2.0,2,0.015000000596046448,257,8,Low,0,Low-touch cohort,xgb,Credit Card,0.747,Personal Loan,0.479,FD,0.452,2,1.0,0.0,137,12,202311.02999999997,1476.7228467153282,1213.6144709551256,1145.55,137.0,0.0,-1,254.95999999999998,2.0,139.72,0.0,0.0
C00387,2.0,2,0.015000000596046448,251,8,Low,0,Low-touch cohort,xgb,Credit Card,0.796,Personal Loan,0.785,Overdraft,0.473,2,0.0,1.0,78,12,317479.19999999984,4070.2461538461516,3032.6424691477428,3537.6099999999997,78.0,0.0,0,60.64,1.0,0.0,265.17,0.0
C00187,2.0,2,0.015000000596046448,248,8,Low,0,Low-touch cohort,xgb,Credit Card,0.736,Personal Loan,0.465,FD,0.367,2,1.0,0.0,122,12,200699.34000000008,1645.0765573770498,1313.3335921113937,1355.165,122.0,0.0,0,236.92,3.0,55.72,0.0,638.43
C00109,7.0,2,0.13500000536441803,244,8,Low,0,Low-touch cohort,xgb,Credit Card,0.772,Personal Loan,0.624,FD,0.581,2,1.0,1.0,123,12,292447.92000000004,2377.625365853659,2144.646680729582,1558.77,123.0,0.0,-1,85.83,1.0,204.76,720.79,0.0
C00300,9.0,2,0.18294527530670165,232,8,Low,0,Low-touch cohort,xgb,Credit Card,0.716,Personal Loan,0.448,FD,0.424,2,1.0,0.0,114,12,164795.49000000002,1445.5744736842107,1099.531814219038,1308.335,114.0,0.0,0,219.53,2.0,63.74,0.0,0.0
C00490,2.0,2,0.015000000596046448,226,8,Low,0,Low-touch cohort,xgb,Credit Card,0.621,FD,0.411,Personal Loan,0.318,1,1.0,0.0,60,12,54701.549999999996,911.6924999999999,508.4007324356464,891.94,60.0,0.0,-4,141.59,2.0,28.63,0.0,0.0
C00264,2.0,2,0.015000000596046448,226,8,Low,0,Low-touch cohort,xgb,Credit Card,0.614,FD,0.264,Personal Loan,0.218,1,1.0,0.0,58,12,47390.23999999999,817.0731034482757,482.69243343506304,824.4549999999999,58.0,0.0,-6,34.22,1.0,97.6,0.0,2035.32
C00139,5.0,2,0.09111111238598824,220,8,Low,0,Low-touch cohort,xgb,Credit Card,0.62,FD,0.574,Personal Loan,0.312,1,1.0,0.0,61,12,52233.38,856.2849180327869,550.8968930983453,742.65,61.0,0.0,-15,108.3,1.0,469.28,0.0,0.0
C00032,2.0,2,0.015000000596046448,218,8,Low,0,Low-touch cohort,xgb,Credit Card,0.6,FD,0.416,Personal Loan,0.278,1,1.0,0.0,50,12,36892.579999999994,737.8515999999998,455.1953619942334,682.7850000000001,50.0,0.0,-8,211.85999999999999,2.0,108.18,0.0,281.54
C00400,2.0,2,0.015000000596046448,216,8,Low,0,Low-touch cohort,xgb,Credit Card,0.595,FD,0.428,Personal Loan,0.294,1,1.0,0.0,44,12,35234.909999999996,800.793409090909,473.91146690584725,759.0899999999999,44.0,0.0,-4,96.11,1.0,76.66,0.0,0.0
C00004,2.0,2,0.015000000596046448,206,8,Low,0,Low-touch cohort,xgb,Credit Card,0.772,Personal Loan,0.666,Overdraft,0.467,1,0.0,1.0,82,12,284088.0,3464.487804878049,2229.8860230065707,3355.075,82.0,0.0,-1,40.49,1.0,0.0,290.83,1010.0
C00409,2.0,2,0.015000000596046448,200,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.611,FD,0.374,Personal Loan,0.285,1,1.0,0.0,53,12,46834.42,883.6683018867924,487.58731915317907,924.88,53.0,0.0,-1,35.010000000000005,2.0,62.93,0.0,586.17
C00499,2.0,2,0.015000000596046448,194,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.622,FD,0.504,Personal Loan,0.334,1,1.0,0.0,55,12,58460.459999999985,1062.9174545454543,516.7813545047568,1109.14,55.0,0.0,-1,115.61,1.0,280.23,0.0,0.0
C00259,1.0,1,0.015000000596046448,191,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.637,FD,0.499,Personal Loan,0.318,1,1.0,0.0,75,12,62672.910000000025,835.6388000000003,498.97518026060993,826.07,75.0,0.0,0,189.53,1.0,267.33,0.0,0.0
C00093,1.0,1,0.015000000596046448,182,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.794,Personal Loan,0.766,Overdraft,0.441,2,0.0,1.0,91,12,334741.10000000003,3678.4736263736268,2475.526932655177,3547.36,91.0,0.0,-4,51.45,2.0,0.0,108.47,0.0
C00053,1.0,1,0.015000000596046448,157,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.632,FD,0.41,Personal Loan,0.316,1,1.0,0.0,69,12,61869.87999999999,896.6649275362317,476.2940455427507,861.08,69.0,0.0,-1,152.36,1.0,64.36,0.0,159.04
C00172,3.0,1,0.05468254163861275,156,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.857,Personal Loan,0.721,Overdraft,0.577,3,1.0,1.0,194,12,433774.3599999999,2235.9503092783502,1983.7532157806609,1458.975,194.0,0.0,-5,83.39,3.0,69.3,532.36,0.0
C00464,1.0,1,0.015000000596046448,147,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.744,Personal Loan,0.626,Overdraft,0.491,1,0.0,1.0,74,12,228749.75999999998,3091.2129729729727,1805.257817423628,2942.075,74.0,0.0,0,121.61,2.0,0.0,466.06,206.26
C00110,1.0,1,0.015000000596046448,139,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.639,FD,0.441,Personal Loan,0.341,1,1.0,0.0,70,12,71797.61999999998,1025.6802857142854,565.369401549653,1007.5350000000001,70.0,0.0,-3,136.95,2.0,109.96,0.0,0.0
C00426,1.0,1,0.015000000596046448,122,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.704,FD,0.44,Personal Loan,0.43,2,1.0,0.0,107,12,148025.37000000002,1383.4146728971964,1122.872024279719,1139.22,107.0,0.0,-3,120.05,1.0,108.07,0.0,0.0
C00130,5.0,1,0.1196825422346592,113,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.609,FD,0.371,Personal Loan,0.276,1,1.0,0.0,55,12,44202.31,803.6783636363635,524.5015962012347,749.54,55.0,0.0,-12,101.5,3.0,58.59,0.0,596.89
C00254,1.0,1,0.015000000596046448,98,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.567,FD,0.467,Personal Loan,0.296,1,1.0,0.0,53,11,44815.48000000001,845.5750943396229,557.1566584026389,865.62,53.0,0.0,-13,13.54,1.0,273.51,0.0,210.67
C00432,3.0,1,0.05468254163861275,96,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.759,Personal Loan,0.638,Overdraft,0.529,1,0.0,1.0,72,12,249157.76000000007,3460.524444444445,2220.9411491171804,3289.455,72.0,0.0,-2,65.4,1.0,0.0,595.73,1038.35
C00447,1.0,0,0.015000000596046448,50,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.63,FD,0.429,Personal Loan,0.306,1,1.0,0.0,73,12,55464.86,759.792602739726,483.84329834446805,722.35,73.0,0.0,0,46.32,1.0,79.08,0.0,0.0
C00214,1.0,0,0.015000000596046448,48,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.608,FD,0.445,Personal Loan,0.304,1,1.0,0.0,53,12,44128.21999999999,832.6079245283016,443.1889809896108,825.0,53.0,0.0,-12,43.519999999999996,2.0,120.61,0.0,0.0
C00293,1.0,0,0.015000000596046448,36,10,Very Low,0,Low-touch cohort,xgb,Credit Card,0.611,FD,0.481,Personal Loan,0.308,1,1.0,0.0,54,12,46717.09,865.1312962962962,514.4644115789806,854.545,54.0,0.0,-2,27.15,1.0,218.66,0.0,0.0
C00362,2.0,3,0.015000000596046448,372,8,Low,0,Low-touch cohort,xgb,Credit Card,0.745,Personal Loan,0.633,Overdraft,0.525,1,0.0,1.0,78,12,235038.1300000001,3013.3093589743603,2288.5899222091416,2571.425,78.0,0.0,-2,0.0,0.0,0.0,599.92,0.0
C00146,2.0,2,0.015000000596046448,290,8,Low,0,Low-touch cohort,xgb,Credit Card,0.763,Personal Loan,0.687,Overdraft,0.62,1,0.0,1.0,79,12,265857.25000000006,3365.281645569621,2326.810502235608,3248.59,79.0,0.0,-7,0.0,0.0,0.0,946.04,0.0
C00123,1.0,1,0.015000000596046448,148,9,Very Low,0,Low-touch cohort,xgb,Credit Card,0.76,Personal Loan,0.605,FD,0.521,2,1.0,1.0,113,12,268534.37,2376.410353982301,1999.6569441616234,1858.4,113.0,0.0,0,0.0,0.0,229.92,245.18,0.0
